,transaction_hash,tx_index,bundle_type,bundle_index,block_number,eoa_address,to_address,gas_used,gas_price,coinbase_transfer,total_miner_reward
0,0x4ee4382f5bd2f456ad8ab12d4df1c93aba46548977346f53d1fb36d797721b72,0,flashbots,0,13398350,0x8517a89b9c47A5631098b37587560262494f5C43,0x1d6E8BAC6EA3730825bde4B005ed7B2B39A2932d,98624,0,0,0
1,0xd1d56cdd2d2654d0f16b8d6bbdfe087c0ebb019b6abb61cc2dcb34940db848eb,1,flashbots,0,13398350,0x9Fb12F3372559E1d62a7582FCc2968211A28fa5E,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,95923,2000000000,0,191846000000000
2,0x51cbb7617c32f353a239adf6ed4889d8a4c347cba26b9076755629c9970550ab,2,flashbots,0,13398350,0x8517a89b9c47A5631098b37587560262494f5C43,0x1d6E8BAC6EA3730825bde4B005ed7B2B39A2932d,88702,3633115678331,0,322264626899316362
3,0xeba3d24a686f0900befd33d540a6cc1af7d3e54b7a75e81122af9172a251aa24,0,flashbots,1,13398350,0xAE7861C80D03826837A50b45aecF11eC677f6586,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,107560,0,0,0
4,0x446252e86194ca71108f74105ba8bd5c935132196bb86ec86a4154952dc9fde9,1,flashbots,1,13398350,0xAE7861C80D03826837A50b45aecF11eC677f6586,0xCbBB4F60d5874837841a705cE9631851B5e0bc03,32588,289233686684,9425547381668848,9425547381668848
5,0xd4ec51bd4660943995bc5004466dd15ff12125e4aa398292d6a4d3a6db13099d,0,flashbots,2,13398350,0x0F4ee9631f4be0a63756515141281A3E2B293Bbe,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,98934,60948543452,0,6029883197880168
0,0xc3fb536184b5e58620fa082701892f5dd567c21a9cb8626c807f3e96c842a64b,0,flashbots,0,13398354,0x2Ec7b0b01d7c72a31F3834FE4f208C4D04d1CDAC,0x7Be8076f4EA4A4AD08075C2508e481d6C946D12b,214436,1000000000,0,214436000000000
1,0x835836c8e8b1fb18a44d3e8ea16bc2fe4102f753a290fdd45925464a2fbec6bc,1,flashbots,0,13398354,0x2Ec7b0b01d7c72a31F3834FE4f208C4D04d1CDAC,0xcaC07a19E35864335baC06444213cB0039a9b5e8,33950,1240469808541,42079999999999990,42113949999999990
2,0x42e6e59c7892c6e86fc2d01a7d9d9e378226bca75261524e3ddfd463eeaf5a1b,0,flashbots,1,13398354,0x93F635372008B7c5d770AAa6Ff313454c8dc498c,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,212430,68265339595,14501606090218379,14501606090218379
3,0x1b4e0c8059b74075783813429aab15b23b770334b2d7cbfd6bbdc5981eb670e1,0,flashbots,2,13398354,0x156d44552196CD60a7558E5Cfd42A25b41E5445c,0x8FE7d9643077b4aB2885cB2dAD4236cc4784413F,138294,60685399402,0,8392426624900188
0,0xd033e6c78c20ed3460527bcc892fc084744214ddcc2378472c7c9f564a5b952a,0,flashbots,0,13398357,0xCBE203901E2F3CA910558Efba39a48Af89e3c558,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,710852,41934453001,0,29809189784666852
1,0x8c7294e0596145c557bffcb69311893f5b2aece7b7c5a160cc77d51352295373,0,flashbots,1,13398357,0x346C802df3404BEC2f265603db28B815321251Ee,0x7777777580290ceDe6E2121B846023fa1a1e4978,262470,26880417164,7055303093202737,7055303093202737
2,0x9548db893f522535dca836f532dfcb9e317235af3928b8faa0ac64b81e8cd566,0,flashbots,2,13398357,0x156d44552196CD60a7558E5Cfd42A25b41E5445c,0x8FE7d9643077b4aB2885cB2dAD4236cc4784413F,294824,9980417814,0,2942466701594736
0,0x2094ffa22ae61a3fb231840abdce145be8f156b7d4b61e2cf8c990535e980071,0,rogue,0,13398358,0x32d8A1f87636867A2021D73D1C467Ea7e587d335,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,102089,1500000000,0,153133500000000
1,0xe0cbd90e960fce7633478ed14da6f32222bd5392035f3d7d3ba21d646e078e42,1,rogue,0,13398358,0x5AA3393e361C2EB342408559309b3e873CD876d6,0x58418d6c83EfAB01ed78b0AC42E55af01eE77DbA,137989,1000000000,0,137989000000000
2,0x03da9b47764991d35a6620ba6279f42150f05c56c554db0fce1cfb8803d2f3d0,0,flashbots,1,13398358,0x416C482C9c6Fd09A1898b38120C4C33157F1be3C,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,200295,15836689134,0,3172009650094530
3,0xc513662483b1596c503cbbb80dedd1585f639ff4597f9baba1632dceebb7d28b,1,flashbots,1,13398358,0xb3FD827A3aD6037980cf366b22B8926E1b1f3279,0xCbD75D63F98c5fF5D7157EDf06ABef8a8325c24d,226020,130155180773,29417673958521200,29417673958521200
0,0xe15346e72557fde5a67b0a1651def1814a902c0c039fe080a3367be248a12152,0,flashbots,0,13398359,0xeCa2e2D894D19778939bD4DfC34D2a3C45E96456,0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,229596,47626819154,10934927170701894,10934927170701894
1,0x93de7db6d53e876b3cfdf1494f26313d666897d5ec1e8e48090653ff0667c0c8,0,flashbots,1,13398359,0xCBE203901E2F3CA910558Efba39a48Af89e3c558,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,704355,9452850185,0,6658162292055675
2,0x01dc91efa3cf5c0418c7559975d6b50e4f39d4ab37b15fbc161e247311eb5abd,0,flashbots,2,13398359,0xE090E4344237416ab3841B7a2458F42B07C2241a,0xE592427A0AEce92De3Edee1F18E0157C05861564,197759,1500000000,0,296638500000000
0,0x135a017ce8366ba5e9c8025f043275ece09d45b452272f6b6c213113866a7b3a,0,flashbots,0,13398366,0x997Df7c46b489a9C6eb85a8093Bf59292D5F99E7,0x881D40237659C251811CEC9c364ef91dC08D300C,172364,2000000000,0,344728000000000
1,0xcc7418b6030a1bdb8fd3fd64888fa74f4d3bf487b3de7b576c8d71917f322f2a,1,flashbots,0,13398366,0xf95E0918A6E1b285E54F28bF42482BAfC2F292a1,0x00000000116579a5Ba59E2F22e77EDE26809B970,184763,187356017907,0,34616459936551041
0,0xef98a89df09dc522d7509d245186af77d7b6dbd0f8cd84cab6e06d51d5128351,0,flashbots,0,13398367,0xed9a5665b7eE10f85627c5C4089f9d042a02753D,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,171828,39724290768,0,6825745434083904
1,0x48a9d852dc254594e5fc2c61321074b269453addb03b595fbec97064a9d43151,1,flashbots,0,13398367,0xe4394dc6b7f632EDe617e68AB6Af17Aa419aa76e,0x4d246bE90C2f36730bb853aD41d0a189061192d3,127520,437723223459,55818465455537464,55818465455537464
2,0xa5bf6e3e40e1bc82a24091bb2c98f7aa7e5b128e624096b2cfaf35b9d170160d,0,flashbots,1,13398367,0x97dd6a023b06ba4722aF8Af775ec3C2361e66684,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,284464,59176168510,0,16833489599028640
3,0x7b43e9de9bccdd0418163b311c4b3fef53c03d2c96d69855569fc9a2cd258fb0,0,flashbots,2,13398367,0x7280F362F56930e99F40Da673a17b62F5077f978,0x000000fA1614895165bfB445bA1Aa9BCA2843Ba1,139214,19458234286,0,2708858627891204
0,0x62d6b5170ed0a01a5a6be3090862ff3d995ec9d2a827f989c7ca2ae82a97d09c,0,flashbots,0,13398368,0x6EB750F5D73f244CC21C2e791a14CDE32af8978d,0xCD9e13b2F3BFC26cd99989fB849a2751932595C4,164661,95132894197,15500016491383778,15664677491383778
1,0x6b41111884f2390e5fe7419208b8dee69c7f249d94ffd059865ea212678c1277,0,flashbots,1,13398368,0x36d63E35446bAf55893a710cFE6dBDd300ECe496,0x9799b475dEc92Bd99bbdD943013325C36157f383,118544,23422807616,2776633306148659,2776633306148659
2,0x55a64e1b721338aacf9228307fdd14827d1b8a1bba367f4ddd69c55fb14926ca,0,flashbots,2,13398368,0x74b892425a206eb23905a5F5C322e4386460312d,0x1d6E8BAC6EA3730825bde4B005ed7B2B39A2932d,86632,0,0,0
3,0xa7e25f21981f15a194ab2a3c96758706c954ced29c16be58fef900ab4bbe33d3,1,flashbots,2,13398368,0xead735c299de709EEcFD84eaf0632E0D7458C3Ca,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,204054,2000000000,0,408108000000000
4,0x3e168a1c76f61b1ccc177446e92146002f59ed3f0a3855ea6efb4f9f697633b8,2,flashbots,2,13398368,0x74b892425a206eb23905a5F5C322e4386460312d,0x1d6E8BAC6EA3730825bde4B005ed7B2B39A2932d,76566,109016906520,0,8346988464610320
0,0x5175ada37d93d72fb9957ca4f487e240706c8c8a2f68e49db16754d68daff8cd,0,rogue,0,13398371,0x3419fEf3dB7DfD85EBbFDC5a9aB609E5945e9442,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,116779,45927000000,0,5363309133000000
1,0x2224ced242cd4f8663d8245e7054edbf9ceb5af53159b52d48d4378d71b9ccde,1,rogue,0,13398371,0x5AA3393e361C2EB342408559309b3e873CD876d6,0x58418d6c83EfAB01ed78b0AC42E55af01eE77DbA,130781,1000000000,0,130781000000000
2,0xf381455e21aa77650112e047b1ce4a9f0797c5657c4276e8973e8bd0efd204c7,0,flashbots,1,13398371,0x46A37CC82355e11eBDE044929eAAdE02Bd129151,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,175218,1500000000,0,262827000000000
3,0x515cb300ef5b86b4d08649ad6f53b3da5c47245c3c52d96dcef3959fad99b021,1,flashbots,1,13398371,0xF2d1cd2aF1f7f0F076864C0EB3aeC70a496e3432,0xcecCac62b0b55a61889bb2f2d9E01d59C159881a,149614,196537226218,0,29404720563379852
4,0x5fffe193dc1fc5e8d3c360e5cf76142eeef83decb35d32a7c2d1e83e5ad036b3,0,flashbots,2,13398371,0x0F5ffd47D8956B1b5c05c499996F57EC3ac13Ba5,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,117888,1460000000,0,172116480000000
5,0xeebb362fbff4c0aab97bc346a2fb773d330f2a17bff8b76a0103acfa0698b153,1,flashbots,2,13398371,0x156d44552196CD60a7558E5Cfd42A25b41E5445c,0x8FE7d9643077b4aB2885cB2dAD4236cc4784413F,122150,80470214648,0,9829436719253200
6,0x96619bc7b83a589b6745f4524eaaf698587379d9e0e68b538c55b3d21d51e666,0,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xABd1F7b198b8dD19f4a6815f6aEDCE623a307CA5,21000,0,0,0
7,0x495d6d2168851cf4c1affa795b96ec03a06131c2994a8cd592a29bfbcc4fea28,1,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x8921b91159915bDC48153249F2ec8B4FF76553BF,21000,0,0,0
8,0x2209e1b0d1ed73beb5b539ef86862a625414b311f218735a6b24c71625295a0d,2,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x3f5fDFD8b99A55d5f1a6f4385b00Efd34811A0FD,21000,0,0,0
9,0x7d54c2bd83104d7bd0dc9e7d170acca8502297843152206b9e463d15cfc45941,3,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xe449a39534cE8aD6F1332B305CF5d740863c5803,21000,0,0,0
10,0x72668ad5b5d47cb27b9db744d1ad2874cdc6410c48fa83b3af420b88ce09e72d,4,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x53a0059F1901dd4E7879dD105Caf90515f9eF75a,21000,0,0,0
11,0x0d4740517719dd15022fd88cc87971271a6819f073209c8049d4b544a1e84a99,5,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x63ae3cAFa82Ad6A0c90041dd162396e47CBBF6fD,21000,0,0,0
12,0x7e9c5bceb7d6a1c7f62af5e17df47a9ee242d517a3cbc06b05c9daf299b83f3e,6,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x60F86f483672C9c577cE808aE807a30cb0ca188d,21000,0,0,0
13,0x27bf441e76914ab77d8e1be737bc2bffde04bcaa8fc62b788a97bf196a12a07e,7,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x4A4cd241affbede792731cD200ec8D19503D9213,21000,0,0,0
14,0xa8c6f9c51f7ed93355f86b5dfe687d649daa08e5fee3c41f5e82b6965e72f242,8,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xaB7a0A8B4d97C7695DC9B1Adb5C7490b1b8f88d2,21000,0,0,0
15,0x3ac9d279579a6f3dcd385461e9baa9bb5a41ebdb105ecca5114b3867004a2376,9,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x8C4492842A39293337BE2e5989C33dda6066b8d0,21000,0,0,0
16,0xa95002821e3936b1b4593e2e4e0da39eb66cfe81cb55d1b29a2598e89c651925,10,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x51B4E98fBa56ca12b072866F3DC366F68F224187,21000,0,0,0
17,0xae5f0ea0e08c425361b585a22a5adf70c50981233bcf0aa2604e42546e2741d4,11,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xA349864bA5ceC837EAe7b54F1325208841a7d760,21000,0,0,0
18,0x99aa5b0caa55e25d83d9b947513e965c1b4aa3c8be0195426074b7c8e7071a69,12,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x0f4DE4936E99e3BDF79c824E45a98003550922C8,21000,0,0,0
19,0xd4322c8a6a4de5faccc1959af2a376b8301e274b910c7d647a9eaed383d031ed,13,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x2046dDEC58C676fA3ac82E3676526EE26A20c677,21000,0,0,0
20,0x5d88030821e2d5b812ee51302373ffe87db3b106961e54c1fb4bfe14b06b51ff,14,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x8637f6B02bc0AF4A1EcCe10f4CC7c9fF15d0C1E4,21000,0,0,0
21,0x5602aa0ff6bc16d07508ca609a5dcc2a62d88f5aa36021dff3d58c3827b0e9da,15,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x42caFd6B20D51d2145F51621069Ff9d7dB1A3e8E,21000,0,0,0
22,0xa78bf6344c96843ebdf6b5e69835a54f6aa1c26d3a373bc119e7a37475c6c586,16,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x87444a901b0429838A942f41FDcf74f691058301,21000,0,0,0
23,0x6f0074d39f3e3ea99c15c891f8e3b355c54188d2716b47746f1ee6233bb5da14,17,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xD231685409A14a461c3cdF03f60b45800576D068,21000,0,0,0
24,0x0d9d63b511a680e037de2bd0c8176609608f1ec96d47b8e4cfdac3d61707b1da,18,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x6E5D5cAC94431392336fF7F45a823df59BdA0F17,21000,0,0,0
25,0xf60312ef9f6e3e18c9e8ac9dde00ad2792c458acc67ed45ccc61e8961cb98e70,19,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x9A4C0258fd7089879DD7F8e98Dd6b7ecFF9668d7,21000,0,0,0
26,0x523bd2224ba98183aa4b843a3dc6a5bbd27695c84069a4a4649d225a0cb255d9,20,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x0a4D4fe95FB05650B1A3756cB0072af43aa94121,21000,0,0,0
27,0xa4e6ee67bc0a2efab81045b54915e5ef447b4c90c428307810911b62ec24eef0,21,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xEEb22C0a5FA78A52C893F678D47F0304376C6E1a,21000,0,0,0
28,0x3dffc22981d86030fc380e4df41d7274f8c17baf6b475cbba7926f026d47024d,22,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x6a7fF79F75F14a334008C89E8158612281Ee9652,21000,0,0,0
29,0xbacdb3ee1e0731bcf3f62a4f2876caeb94cfd048e34dd2b9180bd6c28d830578,23,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xaE11127fcb62134561E0495b71cC88eF22d8DBBC,21000,0,0,0
30,0x2f97a35be869c2c34c0c893f2953ec44c1b38b4a5aa3f7877ac2e4a5e0fe46eb,24,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x5ed0Bd068F66851B1eD5C2E3168666383b90744f,21000,0,0,0
31,0xb139ccce3ae1578af9d79cdde6e34da4a614aba358dfc148df1479db2d2cc94a,25,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x3dCE049d4C0FFf9944E63D865B3E63f4f8c308E4,21000,0,0,0
32,0xf371dc55facbbfdc6d96c747eb8d2157825c0cd1f6999d46ce2ca43473eab06a,26,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x6AF2c340dF9498e4910a75AC29040690A1744429,21000,0,0,0
33,0x14c5cd28ef1db2756eef9a227110fe997b639d2e21aebdd3de1f570c403b01a4,27,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x28DeD604f7a1628101c8be4B04303A9298BB9f22,21000,0,0,0
34,0x4907361e573a868865037d63eae493cbb6a2536ddd7c54e1187f65517adcd70a,28,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x48A94A3e85F58e930c20399ba269e85407aDC395,21000,0,0,0
35,0x990a2d97a9fb032a38da373ee30ad403e35c7326014fd6ef2c960cdc4ea65e7c,29,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x40A878e13C1A04F08c36B921c4D8B2af12356A5E,21000,0,0,0
36,0x20cd237f0255f04b4ec97e91786ded3fb9d94755751e36388fea9b24296ba86d,30,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xe8C3A37b4FaDdAE37930BD21427F2DB431813B18,21000,0,0,0
37,0x502e0996ac2c99a6c0173208a9decb835b25c8d33633575afb3484ae63aa4c0d,31,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x0814BB12C428bD830751a11d3009A542505aDF82,21000,0,0,0
38,0x8dca659b81b003d47553e8858e58098ec41a2a7cb3fe66a9af3646d0c673be7d,32,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x6F45b2A8B5612617E6a8d4D5aa81eae78ed56a72,21000,0,0,0
39,0x81efd1e947084fe07929929a9a3a014dc49b63cda91bfdb79e0af4d8c1f94c73,33,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x0820de071099647C11f5B4AD4Ee191E13185cAfC,21000,0,0,0
40,0xcce758143b087cd793a3eeac43ef6028c77e4efd7e1614fc7d698b2b31fcedaf,34,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xA8F5bBF513CcE7145CC824208E62B9286D4940a4,21000,0,0,0
41,0x6b29ba77b65a1cb724c099cf717a7fcf66e6557f4a11ff6ad60b43bbc199b938,35,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x2bf9Bc5c661249e46c0d6C5874C88B39cDA04FaF,21000,0,0,0
42,0x964e1bfa9d7ff6fc51ac970c02ad9f4a121c4db0ba0b6617ddb9617440d841a1,36,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xD0354296a2c0d49672A2ED5b25FA865337361CA1,21000,0,0,0
43,0x8d2e7bf0bbb95411646bc8d4a0422f71ab5adddaa8f08e81f3d7005c163dc435,37,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xf962f4fdB44885a759fd6488fe21a10EAD9b009d,21000,0,0,0
44,0x9b426d6e07ed4c7d9d4e1be37427399adf01fe2f4c9b17b5497c1ab0092664ff,38,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x9F74f6C1211f24bcFD77E4a2bD0620a75BcDa7E6,21000,0,0,0
45,0xc240f33341afbf9ac947ed20d183caf511db43ec0ccfc69e53a6cb32025e561a,39,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xd3bC240CD25f28528138Fe9Ae0eBE1761b2F2efA,21000,0,0,0
46,0x64f428c05e7b81c6e2d9711296b61edb6c7b91926e0cdd5f624039b70bb03791,40,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0xc059D4311BDbcbF5868dC5911816978b0dD6904D,21000,0,0,0
47,0xf001adafa0f1fb0a8877ea5d97a0da20e2f9f633a0cf9be4719506387ff7f489,41,rogue,3,13398371,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,0x36BdFB1eE739E8200BAA23D8f9772404442020fD,21000,0,0,0
48,0xc8ecc32627ab26925e484ae2475658bcfb5944093a6154869bbb4f05b3dddfc9,42,rogue,3,13398371,0xefc9E53d1007F7968AEb3F55761498D1D9C6Ec7F,0x4F9254C83EB525f9FCf346490bbb3ed28a81C667,39610,155885416520,0,6174621348357200
49,0xf6de43299cd63e96bff07d9ceb6dd8244948848394b501ee4313aa9d4f37bfb6,43,rogue,3,13398371,0xA905c6870492268091106a2DcB0C0051422D7773,0xD7c09E006A2891880331b0F6224071C1e890A98A,39795,151359566335,0,6023353942301325
50,0x1f2c54f2af3e0625b4e3b47264ac0499b6396ba66c17e5e08bd518e3d1ef32a4,44,rogue,3,13398371,0xabA22455D62294c5F5E370b79455b1F22233aD13,0x91CAfFF3dEc7c0F502F367De770B7145821a05D5,21000,143885416520,0,3021593746920000
51,0x8809b8143c0495ba3a88c2673f174fe3101463c672969bce2c5f27b4866cdf8c,45,rogue,3,13398371,0x4Bb328bDbd05f21ECABf3136D153439a491EaB41,0xBb3fd383d1C5540E52EF0A7bcb9433375793aEAF,21000,140352432288,0,2947401078048000
52,0x2235c55821653b97f7d88f73a6e423b27c29c594bdf824cef9a0f8eaf3f04278,46,rogue,3,13398371,0xe89943Ec20d856F064A87349a00Ef6aB00AED042,0x46fdC3b913875d07a63d768A025d6C9B519e3833,21000,132885416520,0,2790593746920000
53,0x89b4cf2c472cad2f239794ee0b53448f8c0f3fe96fa53402d11d06ea60fe00f4,47,rogue,3,13398371,0xaB5C66752a9e8167967685F1450532fB96d5d24f,0xdAC17F958D2ee523a2206206994597C13D831ec7,63209,130885416520,0,8273136292812680
54,0xb8beabb311ab7f6501cc8a0627564f30f2734c85213449b7addc6869308cf6e0,48,rogue,3,13398371,0x918800E018A0Eeea672740F88A60091c7D327a79,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,51907,130885416520,0,6793869315303640
55,0x711b9e9e8516cc9d2d9440c80657a28dd9171769a99f1bfcda12eed2da25ec21,49,rogue,3,13398371,0xE93381fB4c4F14bDa253907b18faD305D799241a,0xd26114cd6EE289AccF82350c8d8487fedB8A0C07,37046,130885416520,0,4848781140399920
56,0x516bc8f5a11f416b3f1556de6b3dce066a28f0ed5feb5e4273658c286edf21c2,50,rogue,3,13398371,0x333e0E8a46244D8c2eD6f5f128F54c14b276173B,0xdAC17F958D2ee523a2206206994597C13D831ec7,63197,112885416520,0,7134019667814440
57,0x1513948ed751ec3edfa9606707a45646a5c85098429d95fb1e2ac334bacc9a66,51,rogue,3,13398371,0x6F57e488bca58eC381f03e91E427b9e5E2d5650A,0x97642B5c7630A7d5b7fb5cA73893cE21fF15d413,21000,112885416520,0,2370593746920000
58,0xc4001c3218f871af429e74f8496bd61f69cac8d4ac0d96b3f26508b3229abc8d,52,rogue,3,13398371,0xeB6c4bE4b92a52e969F4bF405025D997703D5383,0xD788AD5442BC32Fa9066272d2b81d4F7EC773E0B,21000,100758573544,0,2115930044424000
59,0xf1e07aa31dd52ad7772c781593ba9c99a37c5dc04ecc63f021adc09ca66c6158,53,rogue,3,13398371,0x2EE886B33c322b3fd8726D6E5B3E0879A28B0D9E,0xe6DDbEa6749Cc793bA12Ac22BcA03c3f1Fcf3A80,369819,93885416520,0,34720610852009880
60,0xb4e0587676b6da98aecef263a9ab77e0c3fbf8428fbbf11ccd337a035f9f26da,54,rogue,3,13398371,0x9d06d59677b412c48F5f8546b45b9Ea694A99698,0xf4B00C937b4ec4Bb5AC051c3c719036c668a31EC,272105,93885416520,0,25546691262174600
61,0x5fa4b2dfb0db9f494646c76e4e8c06b25d9877df1b73dae5043a5fc15308c483,55,rogue,3,13398371,0xeb11255b15600390e60a7aa1FBe1C821F6D0FD8a,0x3098cFaAbA3795AB98DC2D5066eC4d2584ae7C68,413996,82885416520,0,34314230897613920
62,0xb4c25304240fe08492d3cd4b4d96d3ada9834559f2d09c93356e5e98b2cbf481,56,rogue,3,13398371,0xcBb99790F05104AD010487dff8E4bF337C31126D,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,150294,77885416520,0,11705710790456880
63,0xa3ec0f66d7182072386e0eff3ec49ac44ef8a1170834b31e53efc59618d5a987,57,rogue,3,13398371,0x56Eddb7aa87536c09CCc2793473599fD21A8b17F,0x74AB3EEfA7B1807EEd9AfcF64c522b8e5731B16d,21000,75885416520,0,1593593746920000
64,0x6d7aa649701ddf9e385fa97a6fa558dc6e0e359ab67f5e2ffd47c0294fad8b66,58,rogue,3,13398371,0x28C6c06298d514Db089934071355E5743bf21d60,0xdAC17F958D2ee523a2206206994597C13D831ec7,46121,75885416520,0,3499911295318920
65,0x0031624cb64b2fc3c4c7fefc48fc723465601d215563fd72614b10b02c25de55,59,rogue,3,13398371,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,48537,75885416520,0,3683250461631240
66,0xbd4206f3525a2a667563f00ba2787b2c69924ec2cf9f94b79127fb304ee8662f,60,rogue,3,13398371,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,51895,75885416520,0,3938073690305400
67,0x7dfef70002c33f164c95a1e9e06ad331bdcf4495093f0f1627bbddde284bd57d,61,rogue,3,13398371,0x9696f59E4d72E237BE84fFD425DCaD154Bf96976,0x3357762f146A004BCC2C987e8d76a286F4937c1A,21000,75885416520,0,1593593746920000
68,0xab8fe1eb9f4049cf195d32c5484c3cba5de43c4429535ef535c819a89d53b5c0,62,rogue,3,13398371,0x4976A4A02f38326660D17bf34b431dC6e2eb2327,0xe85661AF8c5C2C9E084a1b08f09a4b880467b1e8,21000,75885416520,0,1593593746920000
69,0xaf76f0156a3dac26773e09a6170a586723f99a81e7a5f86cad3ac8a28f6961e9,63,rogue,3,13398371,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0xdAC17F958D2ee523a2206206994597C13D831ec7,63209,75885416520,0,4796641292812680
70,0x58154864069c82e5fd4d6048cde8634e7720ee5fec7949b4c6ad54fa6ec1c2f6,64,rogue,3,13398371,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0xAD03440E3852fF787951b3Ba3b74B1D81a48EeE0,21000,75885416520,0,1593593746920000
71,0x390ccffe119ce62b17c436b3effd24c15dc24db5198451d4bb723203caefe6fb,65,rogue,3,13398371,0x28C6c06298d514Db089934071355E5743bf21d60,0x481cd7C41300B0D92dc97A52EAD20682B8721FE5,21000,75885416520,0,1593593746920000
